Average Estimated Harvest Rates,,,,,,,,,,,
11,148.4675111,214.6100889,199.4738667,202.8964444,190.3633778,223.9070667,171.3708,333.1935111,151.3696889,224.5550222,278.8436444
12,973.0176444,948.1770667,692.1103556,814.6996,679.6991111,1075.275156,536.7603111,660.5898667,537.1284444,950.8353778,549.9086222
13,669.6937333,832.3674667,636.7866667,424.8280889,549.2047111,379.8561333,445.4429333,550.8129778,334.8885333,235.9185778,471.2670222
14,246.9932889,247.4232889,117.7156444,190.4300889,216.5673778,201.9138667,265.6917333,241.6894667,199.34,83.28653333,423.3236444
15,3120.9556,2311.6904,2249.202533,2460.137333,2583.459333,3396.782578,2614.094133,2567.785022,2502.111733,2929.009511,2790.949156
16,2579.131156,2811.992844,1964.640089,1251.955244,1639.474,2165.975289,2316.157022,2471.702533,1697.421333,1983.071911,2385.626622
17,2420.967956,3013.880711,2159.5708,1235.347022,2039.982533,2078.766133,2466.471911,2035.997156,1537.123333,1575.122089,2376.454533
18,442.6050222,572.4255111,339.5476,252.3872444,312.5525778,417.4281333,418.4827556,458.4617778,297.3300889,312.7427556,424.4136444
19,205.2322667,181.1956,132.1314222,145.9847556,56.63533333,57.89724444,171.5404444,56.63595556,111.7671111,62.6408,107.9817333
20,2248.066711,1792.867289,1630.689511,2067.437733,1652.855333,3511.519111,2258.896267,2495.410933,2693.054889,2690.469067,2818.646178
21,3042.487778,1657.902489,1932.765867,2231.265333,2446.034178,2419.574933,3004.806267,3040.418222,2523.830311,2924.336356,3265.154756
22,3425.546311,3742.489333,2602.110444,2275.219422,2291.538,3799.233067,3323.290044,3856.431644,2580.899289,1520.408933,3384.383333
23,2606.654222,3906.163556,2990.574044,2408.236044,1951.079422,3423.404,4275.968933,4536.017867,3012.516756,2344.764667,4337.807422
24,2086.122,1460.510178,1453.912222,1776.961867,1327.582844,1166.846356,562.0886667,529.2170667,486.5230222,919.6579111,495.1522667
25,5758.754756,5511.756978,4910.634667,3810.201422,3880.497422,6342.056089,6910.198178,7009.568711,2570.925867,4704.341333,5862.158178
26,1782.154711,1375.791511,1372.965067,894.4385333,1415.8844,1660.572444,1979.699911,1829.377733,957.0946222,1126.078578,1155.523067
28,235.2311556,251.2998222,156.6319111,122.3908444,132.1547111,327.8640889,219.1596889,244.4761778,332.4244444,262.9336,203.688
,,,,,,,,,,,
,,,,,,,,,,,
Estimated Growth Rate (R),,,,,,,,,,,
WMD,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
7,6.24863609,4.492593531,1.920282451,1.497652717,3.00239226,1.73104797,1.480828526,3.415195539,0.743034028,1.758238108,
8,109.4920926,13.61577801,0.221187509,2.438282459,7.501941697,0.933979061,1.763079714,6.308820339,0.566023471,5.132066297,
9,25.53234963,4.253861385,1.332300557,0.682611674,3.513903301,4.865323531,1.008014404,0.134764933,5.865001723,8.553364331,
10,8.752107439,0.153724439,2.847608215,2.619254261,0.960785303,2.266045673,1.45463127,2.534714495,6.105282872,14.13884908,
11,4.957959645,3.686530662,2.721162359,2.586193024,3.393362047,2.499874108,4.26617656,1.997948619,1.914421377,3.624635099,
12,3.517492476,1.877399148,1.867537652,1.865470074,2.739134925,1.532315917,1.454125318,1.668083329,2.710344926,1.855312559,
13,5.822318799,2.761470532,1.231641831,1.747260916,1.633647106,1.91909703,3.007594507,1.622820828,0.981749561,2.539981156,
14,3.135554882,1.203022267,1.648630773,2.776050279,2.188076402,2.736085737,2.709363445,1.882716057,0.758726776,4.204653748,
15,2.444338295,1.739281214,2.02982513,2.352405288,2.894618773,2.120754957,1.751212368,1.765568876,2.184109565,2.182800837,
16,3.470578114,1.839292759,0.991319032,1.49625885,2.757413487,2.971825675,2.628463827,1.603774959,1.677853347,2.450315984,
17,4.491302109,2.554662306,1.113662102,2.146100309,3.273312891,3.261192639,2.663854087,1.61388059,1.792329852,3.408799181,
18,3.878387388,1.98827157,1.032998919,1.70324911,3.250932021,3.303410599,3.093102842,1.608804119,1.579470537,2.735332323,
19,3.189408621,1.931845863,1.80060533,0.839583535,0.939869168,4.534741712,1.748368697,1.766858375,1.66756576,2.411457459,
20,2.917388195,1.958198412,2.565789878,2.224967211,4.313275045,3.06580659,1.86671554,2.388444653,2.326186133,2.379463469,
21,1.711451307,1.517398852,2.246339525,2.581938947,2.362594552,2.67926689,2.691819493,1.853348685,1.985292829,2.447883257,
22,2.638748134,1.549263607,1.19748856,1.391351756,2.753214475,2.510856028,2.247912892,1.462113301,0.778713585,2.037275632,
23,2.930079699,2.142866824,1.349405017,1.17280649,2.401287293,3.595789292,3.04888743,1.526040516,1.051840903,2.304334422,
24,2.50147142,1.809027807,2.52759344,2.028379107,1.552409293,0.888734847,1.078758123,1.435730748,3.222352602,2.090792386,
25,2.029747115,1.54814044,1.135742838,1.190466495,2.217604547,2.588540614,2.114998284,0.661577391,1.109417003,1.9509394,
26,2.970927385,2.161541059,1.43144994,2.353406258,3.564097234,3.466390609,2.762458966,1.136192566,1.287938221,1.94271552,
28,1.777308733,1.28177841,0.946513888,1.344493797,4.424711772,3.35908329,2.161483549,3.110183696,2.188269541,1.42929624,
